case_id,repo,pr,kind,actor_account,account_type,created_or_submitted_at,updated_at,url,reply_to_id,commit_id,file
P1,dyad-sh/dyad,4187,comments,dyad-assistant[bot],Bot,2026-08-14T01:36:14Z,2026-08-14T01:36:14Z,https://github.com/dyad-sh/dyad/pull/4187#issuecomment-5288401457,,,
P1,dyad-sh/dyad,4187,comments,dyad-assistant[bot],Bot,2026-08-14T02:09:22Z,2026-08-14T02:09:22Z,https://github.com/dyad-sh/dyad/pull/4187#issuecomment-5288601825,,,
P1,dyad-sh/dyad,4187,comments,dyad-assistant[bot],Bot,2026-08-14T17:16:17Z,2026-08-14T17:16:17Z,https://github.com/dyad-sh/dyad/pull/4187#issuecomment-5296148330,,,
P1,dyad-sh/dyad,4187,comments,github-actions[bot],Bot,2026-08-14T19:42:18Z,2026-08-14T19:42:18Z,https://github.com/dyad-sh/dyad/pull/4187#issuecomment-5297447563,,,
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-04T03:21:36Z,2026-08-04T03:21:36Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709212241,,da0836ded506331b80b882e562a4f3448cec1145,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-04T03:26:27Z,2026-08-04T03:26:27Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709228060,,da0836ded506331b80b882e562a4f3448cec1145,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-04T03:36:50Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262816,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/domain.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:31Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262818,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:32Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262819,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-06T03:39:56Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262821,,7df87bd505a932f4cc24ff809a5614907753a0f5,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:29Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262823,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:26Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262825,,da0836ded506331b80b882e562a4f3448cec1145,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:23Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262830,,da0836ded506331b80b882e562a4f3448cec1145,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:33Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262832,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/lib/queryKeys.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:23:18Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262835,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/capabilities.test.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:49Z,2026-08-05T04:21:30Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262838,,da0836ded506331b80b882e562a4f3448cec1145,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:50Z,2026-08-05T04:21:27Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262840,,da0836ded506331b80b882e562a4f3448cec1145,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:50Z,2026-08-05T04:21:28Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262844,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:50Z,2026-08-05T04:23:19Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262846,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-04T03:36:50Z,2026-08-05T04:21:24Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3709262847,,da0836ded506331b80b882e562a4f3448cec1145,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:24:22Z,2026-08-05T04:24:22Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717925547,3709212241,da0836ded506331b80b882e562a4f3448cec1145,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:24:48Z,2026-08-05T04:24:48Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717927343,3709228060,da0836ded506331b80b882e562a4f3448cec1145,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:24:50Z,2026-08-05T04:24:50Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717927502,3709262816,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/domain.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:24:53Z,2026-08-05T04:24:53Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717927698,3709262818,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:24:55Z,2026-08-05T04:24:56Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717927845,3709262819,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:24:58Z,2026-08-05T04:24:58Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717928014,3709262821,7df87bd505a932f4cc24ff809a5614907753a0f5,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:01Z,2026-08-05T04:25:01Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717928187,3709262823,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:03Z,2026-08-05T04:25:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717928344,3709262825,da0836ded506331b80b882e562a4f3448cec1145,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:06Z,2026-08-05T04:25:06Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717928488,3709262830,da0836ded506331b80b882e562a4f3448cec1145,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:08Z,2026-08-05T04:25:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717928656,3709262832,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/lib/queryKeys.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:11Z,2026-08-05T04:25:11Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717928781,3709262835,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/capabilities.test.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:14Z,2026-08-05T04:25:14Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717929012,3709262838,da0836ded506331b80b882e562a4f3448cec1145,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:16Z,2026-08-05T04:25:16Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717929214,3709262840,da0836ded506331b80b882e562a4f3448cec1145,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:19Z,2026-08-05T04:25:19Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717929361,3709262844,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:25:21Z,2026-08-05T04:25:21Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717929578,3709262846,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-05T04:26:19Z,2026-08-05T04:26:19Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717934535,3709262847,da0836ded506331b80b882e562a4f3448cec1145,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-05T04:31:22Z,2026-08-05T04:31:22Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717950403,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:19Z,2026-08-05T04:34:20Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963623,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963625,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:06Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963627,,7df87bd505a932f4cc24ff809a5614907753a0f5,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:05Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963630,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T16:49:17Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963634,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-05T04:34:20Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963636,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/types/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T16:49:25Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963638,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:10Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963642,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/domain_check.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:01Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963643,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:39:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963645,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/domain.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:04Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963646,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963647,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:02Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963649,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-05T04:34:20Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963651,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/domain.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-05T04:34:20Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963656,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-05T04:34:20Z,2026-08-06T03:40:00Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717963659,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997232,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997236,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997240,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997245,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997248,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997250,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/transition.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997257,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997262,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997268,,f649a472a380c3ee0d1da3ca37a136fe5eee05c5,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997272,,be1dff52a9c9e286cc9d0188a0505b47f451b4be,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997274,,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-05T04:44:09Z,2026-08-05T04:44:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3717997278,,7df87bd505a932f4cc24ff809a5614907753a0f5,src/db/schema.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:05Z,2026-08-06T03:41:05Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725731148,3717963627,7df87bd505a932f4cc24ff809a5614907753a0f5,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:35Z,2026-08-06T03:41:35Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725732972,3717950403,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:38Z,2026-08-06T03:41:38Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733107,3717963623,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:40Z,2026-08-06T03:41:40Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733187,3717963625,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:43Z,2026-08-06T03:41:43Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733333,3717963630,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:45Z,2026-08-06T03:41:45Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733492,3717963634,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:48Z,2026-08-06T03:41:48Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733619,3717963636,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/types/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:50Z,2026-08-06T03:41:50Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733782,3717963638,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:53Z,2026-08-06T03:41:53Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725733923,3717963642,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/domain_check.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:55Z,2026-08-06T03:41:55Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725734078,3717963643,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_client.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:41:58Z,2026-08-06T03:41:58Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725734242,3717963645,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/domain.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:42:00Z,2026-08-06T03:42:00Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725734396,3717963646,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:42:03Z,2026-08-06T03:42:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725734553,3717963647,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-06T03:42:06Z,2026-08-06T03:42:06Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3725734681,3717963649,83d03f03de1fdfb32cf74b6108bd6b83d71a0d5c,src/ipc/utils/coolify_client.ts
